Número Proveedor,Nombre Proveedor,tipo,Contacto,Cargo,Correo Electrónico,Teléfono,Observaciones,Razón Social,Tipo de Contribuyente,CUIT,Fecha,baja,activo,Frecuencia,f_donacion,Importe,Nro_Cuenta,Ciudad,Pais,Categor/a Proveedor,fecha_a,fecha_b,detalle_ing,tipoCta,importeResultados
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,(+)591 5550-9224,Observación,SRL,Responsable Inscripto,24-78912356-7,1/01/2018,,SI,Semestral,23/7/2019,16137,403103,Buenos Aires,Argentina,Construcción,1/1/2018,,Ingresos Bonos Contribución,Ingresos,16137
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,(+)591 5550-9224,Observación,SRL,Responsable Inscripto,24-78912356-7,1/01/2018,,SI,Semestral,12/1/2020,18448,403103,Buenos Aires,Argentina,Construcción,1/1/2018,,Ingresos Bonos Contribución,Ingresos,18448
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,(+)591 5550-9224,Observación,SRL,Responsable Inscripto,24-78912356-7,1/01/2018,,SI,Semestral,5/7/2020,75788,403103,Buenos Aires,Argentina,Construcción,1/1/2018,,Ingresos Bonos Contribución,Ingresos,75788
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,(+)591 5550-9224,Observación,SRL,Responsable Inscripto,24-78912356-7,1/01/2018,,SI,Semestral,18/1/2021,24378,403103,Buenos Aires,Argentina,Construcción,1/1/2018,,Ingresos Bonos Contribución,Ingresos,24378
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,(+)591 5550-9224,Observación,SRL,Responsable Inscripto,24-78912356-7,1/01/2018,,SI,Semestral,27/7/2021,61986,403103,Buenos Aires,Argentina,Construcción,1/1/2018,,Ingresos Bonos Contribución,Ingresos,61986
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,(+)591 5550-9224,Observación,SRL,Responsable Inscripto,24-78912356-7,1/01/2018,,SI,Semestral,22/1/2022,82997,403103,Buenos Aires,Argentina,Construcción,1/1/2018,,Ingresos Bonos Contribución,Ingresos,82997
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,(+)591 5550-9224,Observación,SRL,Responsable Inscripto,24-78912356-7,1/01/2018,,SI,Semestral,14/7/2022,30913,403103,Buenos Aires,Argentina,Construcción,1/1/2018,,Ingresos Bonos Contribución,Ingresos,30913
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,(+)591 5550-9224,Observación,SRL,Responsable Inscripto,24-78912356-7,1/01/2018,,SI,Semestral,7/1/2023,92208,403103,Rafaela,Argentina,Agroindustria,1/1/2018,,Ingresos Bonos Contribución,Ingresos,92208
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,(+)591 5550-9224,Observación,SRL,Responsable Inscripto,24-78912356-7,1/01/2018,,SI,Semestral,19/7/2023,93637,403103,Rafaela,Argentina,Agroindustria,1/1/2018,,Ingresos Bonos Contribución,Ingresos,93637
D00122,El Parque SRL,Empresa,Contacto ASD,-,parque@mail.com,(+)591 5550-9224,Observación,SRL,Responsable Inscripto,24-78912356-7,1/01/2018,,SI,Semestral,2/1/2024,16927,403103,Rafaela,Argentina,Agroindustria,1/1/2018,,Ingresos Bonos Contribución,Ingresos,16927
D00123,Merendero Solidario,ONG,-,-,solidario@mail.com,(+)591 5550-9225,Observación D,GOB,Monotributista,24-72582356-8,2/01/2021,,SI,Mensual,2/1/2021,1121873,405100,Rafaela,Argentina,Agroindustria,2/1/2021,,Ingresos Servicios,Ingresos,1121873
D00123,Merendero Solidario,ONG,-,-,solidario@mail.com,(+)591 5550-9225,Observación D,GOB,Monotributista,24-72582356-8,2/01/2021,,SI,Mensual,15/2/2021,220940,405100,Rafaela,Argentina,Agroindustria,2/1/2021,,Ingresos Servicios,Ingresos,220940
D00123,Merendero Solidario,ONG,-,-,solidario@mail.com,(+)591 5550-9225,Observación D,GOB,Monotributista,24-72582356-8,2/01/2021,,SI,Mensual,7/3/2021,570809,405100,Rafaela,Argentina,Agroindustria,2/1/2021,,Ingresos Servicios,Ingresos,570809
D00123,Merendero Solidario,ONG,-,-,solidario@mail.com,(+)591 5550-9225,Observación D,GOB,Monotributista,24-72582356-8,2/01/2021,,SI,Mensual,22/4/2021,408684,405100,Rafaela,Argentina,Agroindustria,2/1/2021,,Ingresos Servicios,Ingresos,408684
D00123,Merendero Solidario,ONG,-,-,solidario@mail.com,(+)591 5550-9225,Observación D,GOB,Monotributista,24-72582356-8,2/01/2021,,SI,Mensual,10/5/2021,451106,405100,Rafaela,Argentina,Agroindustria,2/1/2021,,Ingresos Servicios,Ingresos,451106
D00123,Merendero Solidario,ONG,-,-,solidario@mail.com,(+)591 5550-9225,Observación D,GOB,Monotributista,24-72582356-8,2/01/2021,,SI,Mensual,28/6/2021,442684,405100,Rio Gallegos,Argentina,Tecnología,2/1/2021,,Ingresos Servicios,Ingresos,442684
D00123,Merendero Solidario,ONG,-,-,solidario@mail.com,(+)591 5550-9225,Observación D,GOB,Monotributista,24-72582356-8,2/01/2021,,SI,Mensual,5/7/2021,404537,405100,Rio Gallegos,Argentina,Tecnología,2/1/2021,,Ingresos Servicios,Ingresos,404537
D00123,Merendero Solidario,ONG,-,-,solidario@mail.com,(+)591 5550-9225,Observación D,GOB,Monotributista,24-72582356-8,2/01/2021,,SI,Mensual,19/8/2021,374870,405100,Rio Gallegos,Argentina,Tecnología,2/1/2021,,Ingresos Servicios,Ingresos,374870
D00123,Merendero Solidario,ONG,-,-,solidario@mail.com,(+)591 5550-9225,Observación D,GOB,Monotributista,24-72582356-8,2/01/2021,,SI,Mensual,12/9/2021,496721,405100,Rio Gallegos,Argentina,Tecnología,2/1/2021,,Ingresos Servicios,Ingresos,496721
D00123,Merendero Solidario,ONG,-,-,solidario@mail.com,(+)591 5550-9225,Observación D,GOB,Monotributista,24-72582356-8,2/01/2021,,SI,Mensual,26/10/2021,455378,405100,Rio Gallegos,Argentina,Tecnología,2/1/2021,,Ingresos Servicios,Ingresos,455378
D00123,Merendero Solidario,ONG,-,-,solidario@mail.com,(+)591 5550-9225,Observación D,GOB,Monotributista,24-72582356-8,2/01/2021,,SI,Mensual,3/11/2021,329454,405100,Rio Gallegos,Argentina,Tecnología,2/1/2021,,Ingresos Servicios,Ingresos,329454
D00123,Merendero Solidario,ONG,-,-,solidario@mail.com,(+)591 5550-9225,Observación D,GOB,Monotributista,24-72582356-8,2/01/2021,,SI,Mensual,21/12/2021,492165,405100,Rio Gallegos,Argentina,Tecnología,2/1/2021,,Ingresos Servicios,Ingresos,492165
D00124,Soluciones VerdeVida,ONG,Contacto DSF,-,ana.solis@verdevida.com,(+)54 9 11 1234 5678,Observación DE,ONG,Monotributista,20-12345678-9,1/02/2024,,SI,Mensual,1/2/2024,221969,405100,Buenos Aires,Argentina,Energía Solar,1/2/2024,,Ingresos Servicios,Ingresos,221969
D00124,Soluciones VerdeVida,ONG,Contacto DSF,-,ana.solis@verdevida.com,(+)54 9 11 1234 5678,Observación DE,ONG,Monotributista,20-12345678-9,1/02/2024,,SI,Mensual,14/3/2024,293230,405100,Buenos Aires,Argentina,Energía Solar,1/2/2024,,Ingresos Servicios,Ingresos,293230
D00124,Soluciones VerdeVida,ONG,Contacto DSF,-,ana.solis@verdevida.com,(+)54 9 11 1234 5678,Observación DE,ONG,Monotributista,20-12345678-9,1/02/2024,,SI,Mensual,9/4/2024,568883,405100,Buenos Aires,Argentina,Energía Solar,1/2/2024,,Ingresos Servicios,Ingresos,568883
D00124,Soluciones VerdeVida,ONG,Contacto DSF,-,ana.solis@verdevida.com,(+)54 9 11 1234 5678,Observación DE,ONG,Monotributista,20-12345678-9,1/02/2024,,SI,Mensual,22/5/2024,470187,405100,Buenos Aires,Argentina,Energía Solar,1/2/2024,,Ingresos Servicios,Ingresos,470187
D00124,Soluciones VerdeVida,ONG,Contacto DSF,-,ana.solis@verdevida.com,(+)54 9 11 1234 5678,Observación DE,ONG,Monotributista,20-12345678-9,1/02/2024,,SI,Mensual,7/6/2024,347778,405100,Buenos Aires,Argentina,Energía Solar,1/2/2024,,Ingresos Servicios,Ingresos,347778
D00124,Soluciones VerdeVida,ONG,Contacto DSF,-,ana.solis@verdevida.com,(+)54 9 11 1234 5678,Observación DE,ONG,Monotributista,20-12345678-9,1/02/2024,,SI,Mensual,18/7/2024,295364,405100,Buenos Aires,Argentina,Energía Solar,1/2/2024,,Ingresos Servicios,Ingresos,295364
D00124,Soluciones VerdeVida,ONG,Contacto DSF,-,ana.solis@verdevida.com,(+)54 9 11 1234 5678,Observación DE,ONG,Monotributista,20-12345678-9,1/02/2024,,SI,Mensual,3/8/2024,250149,405100,Buenos Aires,Argentina,Energía Solar,1/2/2024,,Ingresos Servicios,Ingresos,250149
D00124,Soluciones VerdeVida,ONG,Contacto DSF,-,ana.solis@verdevida.com,(+)54 9 11 1234 5678,Observación DE,ONG,Monotributista,20-12345678-9,1/02/2024,,SI,Mensual,1/9/2024,473575,405100,Mendoza,Argentina,Transporte,1/2/2024,,Ingresos Servicios,Ingresos,473575
D00125,Innovación Global S.A.,Empresa,Contacto DDD,-,carlos.martinez@innovacionglobal.com,(+)55 21 9876 5432,Observación DG,S.A,Responsable Inscripto,27-23456789-1,2/02/2024,,SI,Mensual,2/2/2024,35115,403103,Mendoza,Argentina,Transporte,2/2/2024,,Ingresos Bonos Contribución,Ingresos,35115
D00125,Innovación Global S.A.,Empresa,Contacto DDD,-,carlos.martinez@innovacionglobal.com,(+)55 21 9876 5432,Observación DG,S.A,Responsable Inscripto,27-23456789-1,2/02/2024,,SI,Mensual,18/3/2024,43290,403103,Mendoza,Argentina,Transporte,2/2/2024,,Ingresos Bonos Contribución,Ingresos,43290
D00125,Innovación Global S.A.,Empresa,Contacto DDD,-,carlos.martinez@innovacionglobal.com,(+)55 21 9876 5432,Observación DG,S.A,Responsable Inscripto,27-23456789-1,2/02/2024,,SI,Mensual,7/4/2024,60901,403103,Mendoza,Argentina,Transporte,2/2/2024,,Ingresos Bonos Contribución,Ingresos,60901
D00125,Innovación Global S.A.,Empresa,Contacto DDD,-,carlos.martinez@innovacionglobal.com,(+)55 21 9876 5432,Observación DG,S.A,Responsable Inscripto,27-23456789-1,2/02/2024,,SI,Mensual,24/5/2024,92342,403103,Mendoza,Argentina,Transporte,2/2/2024,,Ingresos Bonos Contribución,Ingresos,92342
D00125,Innovación Global S.A.,Empresa,Contacto DDD,-,carlos.martinez@innovacionglobal.com,(+)55 21 9876 5432,Observación DG,S.A,Responsable Inscripto,27-23456789-1,2/02/2024,,SI,Mensual,10/6/2024,17892,403103,Mendoza,Argentina,Transporte,2/2/2024,,Ingresos Bonos Contribución,Ingresos,17892
D00125,Innovación Global S.A.,Empresa,Contacto DDD,-,carlos.martinez@innovacionglobal.com,(+)55 21 9876 5432,Observación DG,S.A,Responsable Inscripto,27-23456789-1,2/02/2024,,SI,Mensual,28/7/2024,63032,403103,Mendoza,Argentina,Transporte,2/2/2024,,Ingresos Bonos Contribución,Ingresos,63032
D00125,Innovación Global S.A.,Empresa,Contacto DDD,-,carlos.martinez@innovacionglobal.com,(+)55 21 9876 5432,Observación DG,S.A,Responsable Inscripto,27-23456789-1,2/02/2024,,SI,Mensual,15/8/2024,29556,403103,Cordoba,Argentina,Construcción,2/2/2024,,Ingresos Bonos Contribución,Ingresos,29556
D00125,Innovación Global S.A.,Empresa,Contacto DDD,-,carlos.martinez@innovacionglobal.com,(+)55 21 9876 5432,Observación DG,S.A,Responsable Inscripto,27-23456789-1,2/02/2024,,SI,Mensual,5/9/2024,42628,403103,Cordoba,Argentina,Construcción,2/2/2024,,Ingresos Bonos Contribución,Ingresos,42628
D00126,Empresas FuturoBrillante,Empresa,Contacto AHH,-,laura.perez@futurobrillante.com,(+)56 9 8765 4321,Observación DED,SAS,Responsable Inscripto,30-34567890-2,3/02/2024,,SI,Mensual,3/2/2024,64959,403103,Cordoba,Argentina,Construcción,3/2/2024,,Ingresos Bonos Contribución,Ingresos,64959
D00126,Empresas FuturoBrillante,Empresa,Contacto AHH,-,laura.perez@futurobrillante.com,(+)56 9 8765 4321,Observación DED,SAS,Responsable Inscripto,30-34567890-2,3/02/2024,,SI,Mensual,17/3/2024,45976,403103,Cordoba,Argentina,Construcción,3/2/2024,,Ingresos Bonos Contribución,Ingresos,45976
D00126,Empresas FuturoBrillante,Empresa,Contacto AHH,-,laura.perez@futurobrillante.com,(+)56 9 8765 4321,Observación DED,SAS,Responsable Inscripto,30-34567890-2,3/02/2024,,SI,Mensual,8/4/2024,173308,403103,Cordoba,Argentina,Construcción,3/2/2024,,Ingresos Bonos Contribución,Ingresos,173308
D00126,Empresas FuturoBrillante,Empresa,Contacto AHH,-,laura.perez@futurobrillante.com,(+)56 9 8765 4321,Observación DED,SAS,Responsable Inscripto,30-34567890-2,3/02/2024,,SI,Mensual,23/5/2024,225900,403103,Cordoba,Argentina,Construcción,3/2/2024,,Ingresos Bonos Contribución,Ingresos,225900
D00126,Empresas FuturoBrillante,Empresa,Contacto AHH,-,laura.perez@futurobrillante.com,(+)56 9 8765 4321,Observación DED,SAS,Responsable Inscripto,30-34567890-2,3/02/2024,,SI,Mensual,12/6/2024,244932,403103,Cordoba,Argentina,Construcción,3/2/2024,,Ingresos Bonos Contribución,Ingresos,244932
D00126,Empresas FuturoBrillante,Empresa,Contacto AHH,-,laura.perez@futurobrillante.com,(+)56 9 8765 4321,Observación DED,SAS,Responsable Inscripto,30-34567890-2,3/02/2024,,SI,Mensual,30/7/2024,506437,403103,Rosario,Argentina,Agroindustria,3/2/2024,,Ingresos Bonos Contribución,Ingresos,506437
D00126,Empresas FuturoBrillante,Empresa,Contacto AHH,-,laura.perez@futurobrillante.com,(+)56 9 8765 4321,Observación DED,SAS,Responsable Inscripto,30-34567890-2,3/02/2024,,SI,Mensual,15/8/2024,234530,403103,Rosario,Argentina,Agroindustria,3/2/2024,,Ingresos Bonos Contribución,Ingresos,234530
D00126,Empresas FuturoBrillante,Empresa,Contacto AHH,-,laura.perez@futurobrillante.com,(+)56 9 8765 4321,Observación DED,SAS,Responsable Inscripto,30-34567890-2,3/02/2024,,SI,Mensual,5/9/2024,531085,403103,Rosario,Argentina,Agroindustria,3/2/2024,,Ingresos Bonos Contribución,Ingresos,531085
D00127,Horizonte Ecológico,ONG,Contacto AWW,-,juan.rodriguez@horizonteecologico.com,(+)52 55 1234 5678,Observación DRF,ONG,Monotributista,23-45678901-3,4/01/2024,,SI,Mensual,4/1/2024,487746,405100,Rosario,Argentina,Agroindustria,4/1/2024,,Ingresos Servicios,Ingresos,487746
D00127,Horizonte Ecológico,ONG,Contacto AWW,-,juan.rodriguez@horizonteecologico.com,(+)52 55 1234 5678,Observación DRF,ONG,Monotributista,23-45678901-3,4/01/2024,,SI,Mensual,18/2/2024,459222,405100,Rosario,Argentina,Agroindustria,4/1/2024,,Ingresos Servicios,Ingresos,459222
D00127,Horizonte Ecológico,ONG,Contacto AWW,-,juan.rodriguez@horizonteecologico.com,(+)52 55 1234 5678,Observación DRF,ONG,Monotributista,23-45678901-3,4/01/2024,,SI,Mensual,7/3/2024,232185,405100,Rosario,Argentina,Agroindustria,4/1/2024,,Ingresos Servicios,Ingresos,232185
D00127,Horizonte Ecológico,ONG,Contacto AWW,-,juan.rodriguez@horizonteecologico.com,(+)52 55 1234 5678,Observación DRF,ONG,Monotributista,23-45678901-3,4/01/2024,,SI,Mensual,22/4/2024,351798,405100,Rosario,Argentina,Agroindustria,4/1/2024,,Ingresos Servicios,Ingresos,351798
D00127,Horizonte Ecológico,ONG,Contacto AWW,-,juan.rodriguez@horizonteecologico.com,(+)52 55 1234 5678,Observación DRF,ONG,Monotributista,23-45678901-3,4/01/2024,,SI,Mensual,10/5/2024,546208,405100,San Juan,Argentina,Consultoría,4/1/2024,,Ingresos Servicios,Ingresos,546208
D00127,Horizonte Ecológico,ONG,Contacto AWW,-,juan.rodriguez@horizonteecologico.com,(+)52 55 1234 5678,Observación DRF,ONG,Monotributista,23-45678901-3,4/01/2024,,SI,Mensual,26/6/2024,584457,405100,San Juan,Argentina,Consultoría,4/1/2024,,Ingresos Servicios,Ingresos,584457
D00127,Horizonte Ecológico,ONG,Contacto AWW,-,juan.rodriguez@horizonteecologico.com,(+)52 55 1234 5678,Observación DRF,ONG,Monotributista,23-45678901-3,4/01/2024,,SI,Mensual,15/7/2024,420123,405100,San Juan,Argentina,Consultoría,4/1/2024,,Ingresos Servicios,Ingresos,420123
D00127,Horizonte Ecológico,ONG,Contacto AWW,-,juan.rodriguez@horizonteecologico.com,(+)52 55 1234 5678,Observación DRF,ONG,Monotributista,23-45678901-3,4/01/2024,,SI,Mensual,5/8/2024,268596,405100,San Juan,Argentina,Consultoría,4/1/2024,,Ingresos Servicios,Ingresos,268596
D00128,Fundación UniCorp,ONG,Contacto ASEE,-,marta.gonzalez@unicorp.org,(+)57 300 123 4567,Observación GG,ONG,Monotributista,33-56789012-4,5/02/2024,,SI,Mensual,5/2/2024,90795,405100,San Juan,Argentina,Consultoría,5/2/2024,,Ingresos Servicios,Ingresos,90795
D00128,Fundación UniCorp,ONG,Contacto ASEE,-,marta.gonzalez@unicorp.org,(+)57 300 123 4567,Observación GG,ONG,Monotributista,33-56789012-4,5/02/2024,,SI,Mensual,20/3/2024,75887,405100,San Juan,Argentina,Consultoría,5/2/2024,,Ingresos Servicios,Ingresos,75887
D00128,Fundación UniCorp,ONG,Contacto ASEE,-,marta.gonzalez@unicorp.org,(+)57 300 123 4567,Observación GG,ONG,Monotributista,33-56789012-4,5/02/2024,,SI,Mensual,8/4/2024,97534,405100,San Juan,Argentina,Consultoría,5/2/2024,,Ingresos Servicios,Ingresos,97534
D00128,Fundación UniCorp,ONG,Contacto ASEE,-,marta.gonzalez@unicorp.org,(+)57 300 123 4567,Observación GG,ONG,Monotributista,33-56789012-4,5/02/2024,,SI,Mensual,25/5/2024,117968,405100,San Rafael,Argentina,Tecnología,5/2/2024,,Ingresos Servicios,Ingresos,117968
D00128,Fundación UniCorp,ONG,Contacto ASEE,-,marta.gonzalez@unicorp.org,(+)57 300 123 4567,Observación GG,ONG,Monotributista,33-56789012-4,5/02/2024,,SI,Mensual,12/6/2024,359060,405100,San Rafael,Argentina,Tecnología,5/2/2024,,Ingresos Servicios,Ingresos,359060
D00128,Fundación UniCorp,ONG,Contacto ASEE,-,marta.gonzalez@unicorp.org,(+)57 300 123 4567,Observación GG,ONG,Monotributista,33-56789012-4,5/02/2024,,SI,Mensual,30/7/2024,523200,405100,San Rafael,Argentina,Tecnología,5/2/2024,,Ingresos Servicios,Ingresos,523200
D00128,Fundación UniCorp,ONG,Contacto ASEE,-,marta.gonzalez@unicorp.org,(+)57 300 123 4567,Observación GG,ONG,Monotributista,33-56789012-4,5/02/2024,,SI,Mensual,15/8/2024,329953,405100,San Rafael,Argentina,Tecnología,5/2/2024,,Ingresos Servicios,Ingresos,329953
D00128,Fundación UniCorp,ONG,Contacto ASEE,-,marta.gonzalez@unicorp.org,(+)57 300 123 4567,Observación GG,ONG,Monotributista,33-56789012-4,5/02/2024,,SI,Mensual,5/9/2024,471594,405100,San Rafael,Argentina,Tecnología,5/2/2024,,Ingresos Servicios,Ingresos,471594
D00129,Corporación NovaTech,Empresa,Contacto ATEC,-,gerencia@novatech.com,(+)57 300 123 4567,Observación II,S.A,Responsable Inscripto,30-98765432-1,1/01/2023,,SI,Mensual,1/1/2023,298586,403103,San Rafael,Argentina,Tecnología,1/1/2023,,Ingresos Bonos Contribución,Ingresos,298586
D00129,Corporación NovaTech,Empresa,Contacto ATEC,-,gerencia@novatech.com,(+)57 300 123 4567,Observación II,S.A,Responsable Inscripto,30-98765432-1,1/01/2023,,SI,Mensual,12/2/2023,484258,403103,San Rafael,Argentina,Tecnología,1/1/2023,,Ingresos Bonos Contribución,Ingresos,484258
D00129,Corporación NovaTech,Empresa,Contacto ATEC,-,gerencia@novatech.com,(+)57 300 123 4567,Observación II,S.A,Responsable Inscripto,30-98765432-1,1/01/2023,,SI,Mensual,7/3/2023,445529,403103,Posadas,Argentina,Energía Eólica,1/1/2023,,Ingresos Bonos Contribución,Ingresos,445529
D00129,Corporación NovaTech,Empresa,Contacto ATEC,-,gerencia@novatech.com,(+)57 300 123 4567,Observación II,S.A,Responsable Inscripto,30-98765432-1,1/01/2023,,SI,Mensual,21/4/2023,541508,403103,Posadas,Argentina,Energía Eólica,1/1/2023,,Ingresos Bonos Contribución,Ingresos,541508
D00129,Corporación NovaTech,Empresa,Contacto ATEC,-,gerencia@novatech.com,(+)57 300 123 4567,Observación II,S.A,Responsable Inscripto,30-98765432-1,1/01/2023,,SI,Mensual,10/5/2023,440936,403103,Posadas,Argentina,Energía Eólica,1/1/2023,,Ingresos Bonos Contribución,Ingresos,440936
D00129,Corporación NovaTech,Empresa,Contacto ATEC,-,gerencia@novatech.com,(+)57 300 123 4567,Observación II,S.A,Responsable Inscripto,30-98765432-1,1/01/2023,,SI,Mensual,28/6/2023,312491,403103,Posadas,Argentina,Energía Eólica,1/1/2023,,Ingresos Bonos Contribución,Ingresos,312491
D00129,Corporación NovaTech,Empresa,Contacto ATEC,-,gerencia@novatech.com,(+)57 300 123 4567,Observación II,S.A,Responsable Inscripto,30-98765432-1,1/01/2023,,SI,Mensual,15/7/2023,269664,403103,Posadas,Argentina,Energía Eólica,1/1/2023,,Ingresos Bonos Contribución,Ingresos,269664
D00129,Corporación NovaTech,Empresa,Contacto ATEC,-,gerencia@novatech.com,(+)57 300 123 4567,Observación II,S.A,Responsable Inscripto,30-98765432-1,1/01/2023,,SI,Mensual,9/8/2023,447841,403103,Posadas,Argentina,Energía Eólica,1/1/2023,,Ingresos Bonos Contribución,Ingresos,447841
D00129,Corporación NovaTech,Empresa,Contacto ATEC,-,gerencia@novatech.com,(+)57 300 123 4567,Observación II,S.A,Responsable Inscripto,30-98765432-1,1/01/2023,,SI,Mensual,2/9/2023,500982,403103,Posadas,Argentina,Energía Eólica,1/1/2023,,Ingresos Bonos Contribución,Ingresos,500982
D00130,Servicios Plus,Empresa,Contacto AT,-,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,Observación IIA,SAS,Responsable Inscripto,30-45765232-2,2/01/2023,,SI,Mensual,2/1/2023,86419,405100,Bahía Blanca,Argentina,Construcción,2/1/2023,,Ingresos Servicios,Ingresos,86419
D00130,Servicios Plus,Empresa,Contacto AT,-,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,Observación IIA,SAS,Responsable Inscripto,30-45765232-2,2/01/2023,,SI,Mensual,16/2/2023,18374,405100,Bahía Blanca,Argentina,Construcción,2/1/2023,,Ingresos Servicios,Ingresos,18374
D00130,Servicios Plus,Empresa,Contacto AT,-,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,Observación IIA,SAS,Responsable Inscripto,30-45765232-2,2/01/2023,,SI,Mensual,8/3/2023,51045,405100,Bahía Blanca,Argentina,Construcción,2/1/2023,,Ingresos Servicios,Ingresos,51045
D00130,Servicios Plus,Empresa,Contacto AT,-,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,Observación IIA,SAS,Responsable Inscripto,30-45765232-2,2/01/2023,,SI,Mensual,22/4/2023,76343,405100,Bahía Blanca,Argentina,Construcción,2/1/2023,,Ingresos Servicios,Ingresos,76343
D00130,Servicios Plus,Empresa,Contacto AT,-,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,Observación IIA,SAS,Responsable Inscripto,30-45765232-2,2/01/2023,,SI,Mensual,12/5/2023,249539,405100,Bahía Blanca,Argentina,Construcción,2/1/2023,,Ingresos Servicios,Ingresos,249539
D00130,Servicios Plus,Empresa,Contacto AT,-,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,Observación IIA,SAS,Responsable Inscripto,30-45765232-2,2/01/2023,,SI,Mensual,30/6/2023,251130,405100,Bahía Blanca,Argentina,Construcción,2/1/2023,,Ingresos Servicios,Ingresos,251130
D00130,Servicios Plus,Empresa,Contacto AT,-,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,Observación IIA,SAS,Responsable Inscripto,30-45765232-2,2/01/2023,,SI,Mensual,14/7/2023,472790,405100,Bahía Blanca,Argentina,Construcción,2/1/2023,,Ingresos Servicios,Ingresos,472790
D00130,Servicios Plus,Empresa,Contacto AT,-,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,Observación IIA,SAS,Responsable Inscripto,30-45765232-2,2/01/2023,,SI,Mensual,5/8/2023,470152,405100,Resistencia,Argentina,Agroindustria,2/1/2023,,Ingresos Servicios,Ingresos,470152
D00130,Servicios Plus,Empresa,Contacto AT,-,luis.gonzalez@ecoplus.com,(+)57 301 234 5678,Observación IIAA,SAS,Responsable Inscripto,30-45765232-2,2/01/2023,,SI,Mensual,18/9/2023,570995,405100,Resistencia,Argentina,Agroindustria,2/1/2023,,Ingresos Servicios,Ingresos,570995
D00131,InnovaLogix S.A.,Campaña,Contacto IT,-,carla.fernandez@innovalogix.com,(+)55 301 234 5678,Observación IIA,S.A,Exento,27-65432109-8,1/01/2023,,SI,Bimestral,1/1/2023,329958,405100,Resistencia,Argentina,Agroindustria,1/1/2023,,Ingresos Servicios,Ingresos,329958
D00131,InnovaLogix S.A.,Campaña,Contacto IT,-,carla.fernandez@innovalogix.com,(+)55 301 234 5678,Observación IIA,S.A,Exento,27-65432109-8,1/01/2023,,SI,Bimestral,1/3/2023,242085,405100,Resistencia,Argentina,Agroindustria,1/1/2023,,Ingresos Servicios,Ingresos,242085
D00131,InnovaLogix S.A.,Campaña,Contacto IT,-,carla.fernandez@innovalogix.com,(+)55 301 234 5678,Observación IIA,S.A,Exento,27-65432109-8,1/01/2023,,SI,Bimestral,1/5/2023,460201,405100,Resistencia,Argentina,Agroindustria,1/1/2023,,Ingresos Servicios,Ingresos,460201
D00131,InnovaLogix S.A.,Campaña,Contacto IT,-,carla.fernandez@innovalogix.com,(+)55 301 234 5678,Observación IIA,S.A,Exento,27-65432109-8,1/01/2023,,SI,Bimestral,1/7/2023,572372,405100,Resistencia,Argentina,Agroindustria,1/1/2023,,Ingresos Servicios,Ingresos,572372
D00131,InnovaLogix S.A.,Campaña,Contacto IT,-,carla.fernandez@innovalogix.com,(+)55 301 234 5678,Observación IIA,S.A,Exento,27-65432109-8,1/01/2023,,SI,Bimestral,1/9/2023,408599,405100,Resistencia,Argentina,Agroindustria,1/1/2023,,Ingresos Servicios,Ingresos,408599
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,Responsable Inscripto,27-78434109-9,2/01/2021,03/01/2023,NO,Mensual,2/1/2021,29120,405100,Formosa,Argentina,Tecnología,2/1/2021,3/1/2023,Ingresos Servicios,Ingresos,29120
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,Responsable Inscripto,27-78434109-9,2/01/2021,03/01/2023,NO,Mensual,16/2/2021,88565,405100,Formosa,Argentina,Tecnología,2/1/2021,3/1/2023,Ingresos Servicios,Ingresos,88565
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,Responsable Inscripto,27-78434109-9,2/01/2021,03/01/2023,NO,Mensual,8/3/2021,88682,405100,Formosa,Argentina,Tecnología,2/1/2021,3/1/2023,Ingresos Servicios,Ingresos,88682
D00132,VíaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,(+)56 9 8765 4321,-,SRL,Responsable Inscripto,27-78434109-9,2/01/2021,03/01/2023,NO,Mensual,22/4/2021,28523,405100,Formosa,Argentina,Tecnología,2/1/2021,3/1/2023,Ingresos Servicios,Ingresos,28523
