CodProv,Nombre,Cuit,Tipo,CondIVA,obs,contacto,email,tel,categoria,importe,fecha,Ncuenta,ciudad,pais,DetalleEgreso,TipoCta,importeResultados
P00143,Mariana Gómez,27-23456789-6,Energía Eólica,Monotributista,-,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,Sociedad Anónima,200021,7/9/2020,501400,Posadas,Argentina,Honorarios Asesoría General,Gastos,-200021
P00143,Mariana Gómez,27-23456789-6,Energía Eólica,Monotributista,-,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,Sociedad Anónima,278387,28/10/2020,501400,Posadas,Argentina,Honorarios Asesoría General,Gastos,-278387
P00143,Mariana Gómez,27-23456789-6,Energía Eólica,Monotributista,-,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,Sociedad Anónima,278387,10/2/2021,501400,Posadas,Argentina,Honorarios Asesoría General,Gastos,-278387
P00143,Mariana Gómez,27-23456789-6,Energía Eólica,Monotributista,-,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,Sociedad Anónima,82635,25/10/2022,501400,Posadas,Argentina,Honorarios Asesoría General,Gastos,-82635
P00143,Mariana Gómez,27-23456789-6,Energía Eólica,Monotributista,-,Mariana Gómez,mariana.gomez@empresa.xyz,0890-1234,Sociedad Anónima,13020,25/9/2022,501400,Posadas,Argentina,Honorarios Asesoría General,Gastos,-13020
P00144,Manuel Rodríguez,23-34567890-1,Construcción,IVA Responsable,-,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,S.R.L.,295728,11/3/2020,516000,Bahía Blanca,Argentina,Gastos varios,Gastos,-295728
P00144,Manuel Rodríguez,23-34567890-1,Construcción,IVA Responsable,-,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,S.R.L.,201749,10/6/2020,516000,Bahía Blanca,Argentina,Gastos varios,Gastos,-201749
P00144,Manuel Rodríguez,23-34567890-1,Construcción,IVA Responsable,-,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,S.R.L.,269410,10/9/2020,516000,Bahía Blanca,Argentina,Gastos varios,Gastos,-269410
P00144,Manuel Rodríguez,23-34567890-1,Construcción,IVA Responsable,-,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,S.R.L.,156276,1/11/2020,516000,Bahía Blanca,Argentina,Gastos varios,Gastos,-156276
P00144,Manuel Rodríguez,23-34567890-1,Construcción,IVA Responsable,-,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,S.R.L.,156276,13/2/2021,516000,Bahía Blanca,Argentina,Gastos varios,Gastos,-156276
P00144,Manuel Rodríguez,23-34567890-1,Construcción,IVA Responsable,-,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,S.R.L.,124428,28/1/2021,516000,Bahía Blanca,Argentina,Gastos varios,Gastos,-124428
P00144,Manuel Rodríguez,23-34567890-1,Construcción,IVA Responsable,-,Manuel Rodríguez,manuel.rodriguez@empresa.def,0912-3456,S.R.L.,217800,28/9/2022,516000,Bahía Blanca,Argentina,Gastos varios,Gastos,-217800
P00145,Clara Jiménez,33-45678901-2,Agroindustria,Monotributista,-,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,Cooperativa,59893,14/3/2020,507100,Resistencia,Argentina,Insumos Varios Programas Sociales,Gastos,-59893
P00145,Clara Jiménez,33-45678901-2,Agroindustria,Monotributista,-,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,Cooperativa,43682,13/6/2020,507100,Resistencia,Argentina,Insumos Varios Programas Sociales,Gastos,-43682
P00145,Clara Jiménez,33-45678901-2,Agroindustria,Monotributista,-,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,Cooperativa,228649,13/9/2020,507100,Resistencia,Argentina,Insumos Varios Programas Sociales,Gastos,-228649
P00145,Clara Jiménez,33-45678901-2,Agroindustria,Monotributista,-,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,Cooperativa,28845,4/11/2020,507100,Resistencia,Argentina,Insumos Varios Programas Sociales,Gastos,-28845
P00145,Clara Jiménez,33-45678901-2,Agroindustria,Monotributista,-,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,Cooperativa,28845,16/2/2021,507100,Resistencia,Argentina,Insumos Varios Programas Sociales,Gastos,-28845
P00145,Clara Jiménez,33-45678901-2,Agroindustria,Monotributista,-,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,Cooperativa,61059,1/2/2021,507100,Resistencia,Argentina,Insumos Varios Programas Sociales,Gastos,-61059
P00145,Clara Jiménez,33-45678901-2,Agroindustria,Monotributista,-,Clara Jiménez,clara.jimenez@empresa.ghi,0123-6789,Cooperativa,268049,1/10/2022,507100,Resistencia,Argentina,Insumos Varios Programas Sociales,Gastos,-268049
P00146,Eduardo Reyes,20-56789012-5,Tecnología,IVA Responsable,-,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,S.A.,44782,17/3/2020,509100,Formosa,Argentina,Servicios Soporte,Gastos,-44782
P00146,Eduardo Reyes,20-56789012-5,Tecnología,IVA Responsable,-,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,S.A.,36878,16/6/2020,509100,Formosa,Argentina,Servicios Soporte,Gastos,-36878
P00146,Eduardo Reyes,20-56789012-5,Tecnología,IVA Responsable,-,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,S.A.,47698,16/9/2020,509100,Formosa,Argentina,Servicios Soporte,Gastos,-47698
P00146,Eduardo Reyes,20-56789012-5,Tecnología,IVA Responsable,-,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,S.A.,298913,7/11/2020,509100,Formosa,Argentina,Servicios Soporte,Gastos,-298913
P00146,Eduardo Reyes,20-56789012-5,Tecnología,IVA Responsable,-,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,S.A.,11442,19/2/2021,509100,Formosa,Argentina,Servicios Soporte,Gastos,-11442
P00146,Eduardo Reyes,20-56789012-5,Tecnología,IVA Responsable,-,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,S.A.,183119,4/2/2021,509100,Formosa,Argentina,Servicios Soporte,Gastos,-183119
P00146,Eduardo Reyes,20-56789012-5,Tecnología,IVA Responsable,-,Eduardo Reyes,eduardo.reyes@empresa.jkl,0345-6789,S.A.,229698,4/10/2022,509100,Formosa,Argentina,Servicios Soporte,Gastos,-229698
P00147,Laura Castillo,30-67890123-6,Energía Solar,Monotributista,-,Laura Castillo,laura.castillo@empresa.mno,0456-7890,S.R.L.,195892,20/3/2020,501400,Santiago del Estero,Argentina,Honorarios Asesoría General,Gastos,-195892
P00147,Laura Castillo,30-67890123-6,Energía Solar,Monotributista,-,Laura Castillo,laura.castillo@empresa.mno,0456-7890,S.R.L.,113452,19/6/2020,501400,Santiago del Estero,Argentina,Honorarios Asesoría General,Gastos,-113452
P00147,Laura Castillo,30-67890123-6,Energía Solar,Monotributista,-,Laura Castillo,laura.castillo@empresa.mno,0456-7890,S.R.L.,20782,19/9/2020,501400,Santiago del Estero,Argentina,Honorarios Asesoría General,Gastos,-20782
P00147,Laura Castillo,30-67890123-6,Energía Solar,Monotributista,-,Laura Castillo,laura.castillo@empresa.mno,0456-7890,S.R.L.,10509,10/11/2020,501400,Santiago del Estero,Argentina,Honorarios Asesoría General,Gastos,-10509
P00147,Laura Castillo,30-67890123-6,Energía Solar,Monotributista,-,Laura Castillo,laura.castillo@empresa.mno,0456-7890,S.R.L.,10587,22/2/2021,501400,Santiago del Estero,Argentina,Honorarios Asesoría General,Gastos,-10587
P00147,Laura Castillo,30-67890123-6,Energía Solar,Monotributista,-,Laura Castillo,laura.castillo@empresa.mno,0456-7890,S.R.L.,202693,7/2/2021,501400,Santiago del Estero,Argentina,Honorarios Asesoría General,Gastos,-202693
P00147,Laura Castillo,30-67890123-6,Energía Solar,Monotributista,-,Laura Castillo,laura.castillo@empresa.mno,0456-7890,S.R.L.,102297,7/10/2022,501400,Santiago del Estero,Argentina,Honorarios Asesoría General,Gastos,-102297
P00148,Alejandro Rivas,27-78901234-9,Transporte,IVA Responsable,-,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,Sociedad Anónima,108357,23/3/2020,502100,Río Cuarto,Argentina,Servicios Protagonistas,Gastos,-108357
P00148,Alejandro Rivas,27-78901234-9,Transporte,IVA Responsable,-,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,Sociedad Anónima,280161,22/6/2020,502100,Río Cuarto,Argentina,Servicios Protagonistas,Gastos,-280161
P00148,Alejandro Rivas,27-78901234-9,Transporte,IVA Responsable,-,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,Sociedad Anónima,138216,22/9/2020,502100,Río Cuarto,Argentina,Servicios Protagonistas,Gastos,-138216
P00148,Alejandro Rivas,27-78901234-9,Transporte,IVA Responsable,-,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,Sociedad Anónima,239084,13/11/2020,502100,Río Cuarto,Argentina,Servicios Protagonistas,Gastos,-239084
P00148,Alejandro Rivas,27-78901234-9,Transporte,IVA Responsable,-,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,Sociedad Anónima,13020,25/2/2021,502100,Río Cuarto,Argentina,Servicios Protagonistas,Gastos,-13020
P00148,Alejandro Rivas,27-78901234-9,Transporte,IVA Responsable,-,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,Sociedad Anónima,26156,10/2/2021,502100,Río Cuarto,Argentina,Servicios Protagonistas,Gastos,-26156
P00148,Alejandro Rivas,27-78901234-9,Transporte,IVA Responsable,-,Alejandro Rivas,alejandro.rivas@empresa.pqr,0567-8901,Sociedad Anónima,24358,10/10/2022,502100,Río Cuarto,Argentina,Servicios Protagonistas,Gastos,-24358
P00149,Verónica Martínez,23-89012346-2,Construcción,Monotributista,-,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,S.R.L.,221537,26/3/2020,516000,Buenos Aires,Argentina,Gastos varios,Gastos,-221537
P00149,Verónica Martínez,23-89012346-2,Construcción,Monotributista,-,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,S.R.L.,164567,25/6/2020,516000,Buenos Aires,Argentina,Gastos varios,Gastos,-164567
P00149,Verónica Martínez,23-89012346-2,Construcción,Monotributista,-,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,S.R.L.,91071,25/9/2020,516000,Buenos Aires,Argentina,Gastos varios,Gastos,-91071
P00149,Verónica Martínez,23-89012346-2,Construcción,Monotributista,-,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,S.R.L.,98759,16/11/2020,516000,Buenos Aires,Argentina,Gastos varios,Gastos,-98759
P00149,Verónica Martínez,23-89012346-2,Construcción,Monotributista,-,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,S.R.L.,217800,28/2/2021,516000,Buenos Aires,Argentina,Gastos varios,Gastos,-217800
P00149,Verónica Martínez,23-89012346-2,Construcción,Monotributista,-,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,S.R.L.,295351,13/2/2021,516000,Buenos Aires,Argentina,Gastos varios,Gastos,-295351
P00149,Verónica Martínez,23-89012346-2,Construcción,Monotributista,-,Verónica Martínez,veronica.martinez@empresa.stu,0678-9012,S.R.L.,165797,13/10/2022,516000,Buenos Aires,Argentina,Gastos varios,Gastos,-165797
P00150,Gabriel López,33-90123456-3,Agroindustria,IVA Responsable,-,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,Cooperativa,277194,29/3/2020,507100,Villa María,Argentina,Insumos Varios Programas Sociales,Gastos,-277194
P00150,Gabriel López,33-90123456-3,Agroindustria,IVA Responsable,-,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,Cooperativa,137527,28/6/2020,507100,Villa María,Argentina,Insumos Varios Programas Sociales,Gastos,-137527
P00150,Gabriel López,33-90123456-3,Agroindustria,IVA Responsable,-,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,Cooperativa,157821,28/9/2020,507100,Villa María,Argentina,Insumos Varios Programas Sociales,Gastos,-157821
P00150,Gabriel López,33-90123456-3,Agroindustria,IVA Responsable,-,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,Cooperativa,22735,19/11/2020,507100,Villa María,Argentina,Insumos Varios Programas Sociales,Gastos,-22735
P00150,Gabriel López,33-90123456-3,Agroindustria,IVA Responsable,-,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,Cooperativa,268049,1/3/2021,507100,Villa María,Argentina,Insumos Varios Programas Sociales,Gastos,-268049
P00150,Gabriel López,33-90123456-3,Agroindustria,IVA Responsable,-,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,Cooperativa,195051,16/2/2021,507100,Villa María,Argentina,Insumos Varios Programas Sociales,Gastos,-195051
P00150,Gabriel López,33-90123456-3,Agroindustria,IVA Responsable,-,Gabriel López,gabriel.lopez@empresa.uvw,0789-0123,Cooperativa,260964,16/10/2022,507100,Villa María,Argentina,Insumos Varios Programas Sociales,Gastos,-260964
